"TOWNSHIP CON LOT","UTM","DATE CNTR","CASING DIA","WATER","PUMP TEST","WELL USE","SCREEN","WELL","FORMATION"
"CUMBERLAND TOWNSHIP   ","18 462694 5032286 W","2020-04 7241","1.36 ","","","MT ","0005 10 ","7358948 (Z333518) A287601","BRWN SAND LOOS 0004 BRWN CLAY SILT SOFT 0008 GREY CLAY SILT SOFT 0015 "
"CUMBERLAND TOWNSHIP   ","18 462698 5032272 W","2020-04 7241","1    ","","","MT ","0005 10 ","7358949 (Z333519) A287600","BRWN LOAM SOFT 0001 BRWN SAND GRVL LOOS 0004 BRWN CLAY SILT SOFT 0009 GREY CLAY SILT SOFT 0015 "
"CUMBERLAND TOWNSHIP   ","18 463688 5033523 W","2020-04 7241","2.06 ","","","MT ","0005 10 ","7358950 (Z333511) A282471","BLCK LOAM SOFT 0001 BRWN CLAY SILT SOFT 0006 BRWN CLAY SILT SOFT 0010 GREY CLAY SILT SOFT 0015 "
"CUMBERLAND TOWNSHIP   ","18 467989 5040438 W","2020-03 7241","1.59 ","","","MT ","0005 10 ","7358935 (Z333515) A287594","BLCK ---- GRVL DNSE 0001 BRWN SAND LOOS 0006 GREY CLAY SILT SOFT 0015 "
"CUMBERLAND TOWNSHIP   ","18 463841 5033577 W","2020-04 7241","2.06 ","","","MT ","0005 10 ","7358952 (Z333510) A282472","GREY GRVL SAND HARD 0001 BRWN CLAY SILT SOFT 0008 GREY CLAY SILT SOFT 0015 "
"CUMBERLAND TOWNSHIP   ","18 465737 5020740 W","2022-05 7241","","","","","","7423224 (Z386062) A328494 P",""
"CUMBERLAND TOWNSHIP   ","18 467984 5040408 W","2020-03 7241","1.37 ","","","MT ","0005 10 ","7359143 (Z333492) A282392","GREY ---- HARD 0001 BRWN SAND GRVL HARD 0002 GREY CLAY SILT SOFT 0007 GREY CLAY SILT SOFT 0015 "
"CUMBERLAND TOWNSHIP   ","18 467992 5040414 W","2020-03 7241","1.37 ","","","MT ","0004 12 ","7359144 (Z333491) A274790","GREY ---- HARD 0001 BRWN SAND GRVL HARD 0002 GREY CLAY SILT SOFT 0007 GREY CLAY SILT SOFT 0016 "
"CUMBERLAND TOWNSHIP   ","18 471386 5021074 W","2020-06 7417","6.11 6.03 ","UT 0082 ","9/20/6/1:","DO ","","7360412 (Z335703) A292635","BRWN CLAY SILT STNS 0011 GREY LMSN LYRD 0090 "
"CUMBERLAND TOWNSHIP   ","18 465344 5029657 W","2020-05 7417","6.11 6.03 ","UT 0079 ","35/36/15/1:","DO "," ","7361099 (Z335705) A292636","BRWN CLAY SILT HARD 0010 GREY CLAY SOFT 0059 GREY GRVL STNS PCKD 0066 GREY LMSN LYRD 0115 "
"CUMBERLAND TOWNSHIP   ","18 467264 5024307 W","2020-06 1517","6.25 ","UT 0063 ","21/23/15/1:","DO "," ","7363130 (Z322850) A281121","BRWN SAND GRVL CLAY 0017 BRWN CLAY 0025 GREY CLAY 0058 GREY GRVL SAND 0062 GREY ROCK 0064 "
"CUMBERLAND TOWNSHIP   ","18 471751 5039433 W","2020-06 7526","6.11 ","FR 0169 ","60/144/8/1:0","DO "," ","7363137 (Z321825) A280361","GREN CLAY PCKD 0043 GREY LMSN HARD 0189 "
"CUMBERLAND TOWNSHIP   ","18 465868 5029535 W","2020-07 7417","6.11 6.03 ","UT 0069 ","36/42/7/1:","DO ","","7363368 (Z335693) A292652","BRWN CLAY SILT HARD 0009 GREY CLAY SOFT 0046 GREY GRVL PCKD 0051 BLCK SHLE LYRD 0076 "
"CUMBERLAND TOWNSHIP   ","18 463795 5031744 W","2020-06 7681","","","",""," ","7364133 (Z316891)  A",""
"CUMBERLAND TOWNSHIP   ","18 463688 5033523 W","2020-04 7241","2.86 ","","","MT ","0005 10 ","7358951 (Z333509) A282471","GREY GRVL CLAY HARD 0005 BRWN CLAY SILT SOFT 0009 GREY CLAY SILT SOFT 0015 "
"CUMBERLAND TOWNSHIP   ","18 462280 5038311 W","2022-05 7085","","","","","","7425642 (Z381922) A345625 P",""
"CUMBERLAND TOWNSHIP   ","18 473475 5030945 W","2019-07 7543","","0008 ","","","","7344669 (Z286421)  A",""
"CUMBERLAND TOWNSHIP   ","18 461036 5033390 W","2022-07 7328","","","","","","7427146 (C57846) A328381 P",""
"CUMBERLAND TOWNSHIP   ","18 470250 5040202 W","2019-10 7417","6.11 6.03 ","UT 0176 ","48/58/15/1:","DO ","","7346862 (Z321095) A277638","BRWN CLAY SILT HARD 0018 GREY CLAY SOFT 0161 GREY GRVL MSND PCKD 0174 GREY SHLE LYRD 0176 "
"CUMBERLAND TOWNSHIP   ","18 468062 5038532 W","2019-10 7526","6.11 ","FR 0157 ","21/24/12/1:0","DO ","","7347969 (Z321801) A258654","BRWN CLAY SAND SOFT 0007 GREY LMSN HARD 0184 "
"CUMBERLAND TOWNSHIP   ","18 471730 5039668 W","2019-11 7417","6.11 6.03 ","UT 0154 ","62/74/12/1:","DO ","","7348709 (Z321112) A277655","BRWN SAND SILT HARD 0017 GREY CLAY SOFT 0141 GREY GRVL SAND STNS 0145 GREY SHLE LYRD 0155 "
"CUMBERLAND TOWNSHIP   ","18 466625 5039972 W","2018-06 6964","","","","","","7350042 (C34366) A149872 P",""
"CUMBERLAND TOWNSHIP   ","18 466625 5039972 W","2018-02 6469","","","","","","7350046 (C34365) A149872 P",""
"CUMBERLAND TOWNSHIP   ","18 467944 5040423 W","2020-03 7241","1.59 ","","","MT ","0010 10 ","7358936 (Z333514) A287593","BLCK ---- GRVL DNSE 0001 BRWN CLAY SILT SOFT 0004 GREY CLAY SILT SOFT 0017 GREY SILT SAND SOFT 0020 "
"CUMBERLAND TOWNSHIP   ","18 462358 5038196 W","2022-05 7085","","","","","","7425643 (Z381923) A345626 P",""
"CUMBERLAND TOWNSHIP   ","18 462701 5032283 W","2020-07 7241","1.60 ","","","","0006 10 ","7364386 (Z338368)  A",""
"CUMBERLAND TOWNSHIP   ","18 462288 5038316 W","2022-05 7085","","","","","","7425633 (Z381921) A345624 P",""
"CUMBERLAND TOWNSHIP   ","18 462231 5038319 W","2022-05 7085","","","","","","7425632 (Z381920) A345623 P",""
"CUMBERLAND TOWNSHIP   ","18 473060 5040440 W","2022-07 7763","","","","","","7424147 (Z392357)  A P",""
"CUMBERLAND TOWNSHIP   ","18 471100 5027868 W","2022-05 7417","","","","","","7424139 (Z380639) A351632 P",""
"CUMBERLAND TOWNSHIP   ","18 474028 5029432 W","2017-12 7543","","","","","","7355031 (C39556)  A P",""
"CUMBERLAND TOWNSHIP   ","18 464762 5029842 W","2020-03 3749","6.25 ","UT 0091 ","39//5/1:","DO "," ","7357089 (Z268706) A234404","BRWN SAND 0008 GREY CLAY 0082 BLCK SHLE FCRD 0104 "
"CUMBERLAND TOWNSHIP   ","18 470332 5024501 W","2018-07 1844","","","","","","7357889 (C47020) A242525 P",""
"CUMBERLAND TOWNSHIP   ","18 465727 5020779 W","2022-05 7241","","","","","","7423225 (Z386061) A328496 P",""
"CUMBERLAND TOWNSHIP   ","18 462359 5038189 W","2022-05 7085","","","","","","7425644 (Z381924) A345627 P",""
"CUMBERLAND TOWNSHIP   ","18 471354 5027176 W","2021-11 7417","6.11 ","","","NU ","","7404191 (Z373490)  A",""
"CUMBERLAND TOWNSHIP   ","18 463553 5038136 W","2021-09 6964","1.25 ","","","MT ","0008 10 ","7397675 (Z369204) A307621","GREY GRVL DNSE 0001 GREY CLAY SAND SOFT 0018 "
"CUMBERLAND TOWNSHIP   ","18 471856 5039525 W","2021-09 7417","6.11 6.11 ","","","NU ","","7397719 (Z364585) A052528 A",""
"CUMBERLAND TOWNSHIP   ","18 465422 5029556 W","2021-09 7417","6.11 6.03 ","UT 0108 ","38/58/15/1:","DO ","","7399394 (Z373450) A331476","BRWN CLAY SILT HARD 0012 GREY CLAY SOFT 0050 GREY GRVL LMSN PCKD 0060 GREY LMSN LYRD 0120 "
"CUMBERLAND TOWNSHIP   ","18 467690 5039276 W","2021-09 7417","6.11 6.03 ","UT 0108 ","33/37/15/1:","DO ","","7399415 (Z373435) A331464","BRWN SILT CLAY HARD 0015 GREY LMSN LYRD 0120 "
"CUMBERLAND TOWNSHIP   ","18 471721 5027810 W","2021-09 7417","6.11 6.03 5.48 ","","8///:","","","7399460 (Z373437) A270621","0101 LYRD 0143 "
"CUMBERLAND TOWNSHIP   ","18 462658 5033641 W","2021-08 1844","2.30 ","UT 0007 ","","MO ","0010 5  ","7400035 (Z349215) A328040","---- STNS 0001 CLAY 0015 "
"CUMBERLAND TOWNSHIP   ","18 462605 5033723 W","2021-08 1844","2    ","UT 0010 ","","MO ","0010 5  ","7400036 (Z349216) A328039","---- STNS 0001 CLAY 0015 "
"CUMBERLAND TOWNSHIP   ","18 467358 5040077 W","2020-06 3749","6.25 ","UT 0287 ","88/92/3/1:0","DO "," ","7364261 (Z268702) A234408","GREY CLAY LMSN 0008 GREY LMSN 0340 "
"CUMBERLAND TOWNSHIP   ","18 465423 5029314 W","2021-09 7681","6.25 6    ","UT 0294 ","/54/12/1:0","DO ","","7403689 (Z368760) A320907","SAND CLAY GRVL 0040 BLCK LMSN 0160 GREY LMSN 0300 "
"CUMBERLAND TOWNSHIP   ","18 472756 5032938 W","2021-08 7417","6.11 6.03 ","UT 0069 ","20/27/4/1:","DO ","","7396440 (Z364531) A310613","BRWN CLAY SILT HARD 0011 GREY CLAY SOFT 0040 GREY SAND STNS PCKD 0066 GREY LMSN LYRD 0108 "
"CUMBERLAND TOWNSHIP   ","18 471373 5027160 W","2021-11 7417","6.11 6.11 ","","","NU ","","7404192 (Z373491)  A",""
"CUMBERLAND TOWNSHIP   ","18 465323 5021369 W","2021-11 7241","","","","","","7406981 (Z368486) A331005 P",""
"CUMBERLAND TOWNSHIP   ","18 465319 5021384 W","2021-11 7241","","","","","","7406982 (Z368484) A331007 P",""
"CUMBERLAND TOWNSHIP   ","18 465302 5021382 W","2021-11 7241","","","","","","7406983 (Z368485) A331006 P",""
"CUMBERLAND TOWNSHIP   ","18 471665 5039355 W","2021-01 7417","6.11 6.03 ","UT 0200 ","65/80/10/1:","DO ","","7408185 (Z380587) A330276","BRWN CLAY SILT STNS 0011 GREY LMSN LYRD 0220 "
"CUMBERLAND TOWNSHIP   ","18 470210 5038857 W","2021-11 7681","6.25 6    ","UT 0106 UT 0115 ","43/45/20/1:0","DO ","","7410540 (Z364747) A318642","CLAY GRVL 0013 GREY LMSN 0106 GREY LMSN 0115 GREY LMSN 0121 "
"CUMBERLAND TOWNSHIP   ","18 462513 5032569 W","2021-12 1844","","UT 0001 ","","MO ","","7409295 (Z349208) A329791","FILL 0001 CLAY 0020 "
"CUMBERLAND TOWNSHIP   ","18 474122 5033319 W","2021-12 7681","","","","","","7410404 (Z364774) A204040 A",""
"CUMBERLAND TOWNSHIP   ","18 471541 5039933 W","2021-10 7417","6.11 6.03 ","UT 0141 ","56/70/14/1:","DO ","","7402407 (Z373462) A330242","BRWN SAND SILT HARD 0018 GREY CLAY SOFT 0102 GREY GRVL SAND LYRD 0124 GREY LMSN LYRD 0145 "
"CUMBERLAND TOWNSHIP   ","18 464587 5035289 W","2022-09 6946","","","","","","7432322 (Z396078) A362866 P",""
"CUMBERLAND TOWNSHIP   ","18 467878 5030359 W","2022-04 7201","","","","","","7420915 (Z388765) A352113 P",""
"CUMBERLAND TOWNSHIP   ","18 462702 5032274 W","2020-07 7241","1.02 ","","","","0005 10 ","7364387 (Z338344)  A",""
"CUMBERLAND TOWNSHIP   ","18 464428 5039711 W","2020-07 7638","","","",""," ","7364566 (Z320136) A278331",""
"CUMBERLAND TOWNSHIP   ","18 467757 5030313 W","2022-04 7201","","","","","","7420914 (Z388764) A352112 P",""
"CUMBERLAND TOWNSHIP   ","18 470838 5040446 W","2020-08 7417","2.5  ","","","","","7366960 (Z335664)  A",""
"CUMBERLAND TOWNSHIP   ","18 469630 5040521 W","2020-09 7681","6.25 6.11 ","UT 0171 UT 0173 ","38/42/20/1:0","DO ","","7372153 (Z344066) A305157","BRWN CLAY 0009 BLUE CLAY BLDR 0158 GREY LMSN 0171 GREY LMSN 0173 GREY LMSN 0180 "
"CUMBERLAND TOWNSHIP   ","18 471965 5039497 W","2020-09 7681","6.25 6.11 ","UT 0072 UT 0081 UT 0090 ","52/56/20/1:0","DO ","","7372155 (Z344073) A305156","LOAM SNDY 0006 BRWN SAND 0011 CLAY 0054 GREY LMSN 0072 GREY LMSN 0081 GREY LMSN 0090 GREY LMSN 0100 "
"CUMBERLAND TOWNSHIP   ","18 461010 5033580 W","2022-04 7659","","","","","","7419133 (Z353528) A298348 P",""
"CUMBERLAND TOWNSHIP   ","18 466472 5038703 W","2021-08 7417","2.19 6.03 ","UT 0262 UT 0295 ","12/35/2/1:","DO ","","7397503 (Z364563) A331451","BRWN CLAY SILT STNS 0005 GREY LMSN LYRD 0300 "
"CUMBERLAND TOWNSHIP   ","18 467180 5036888 W","2020-09 7241","2.06 ","","","MT ","0008 10 ","7374866 (Z338354) A296132","GREY GRVL CSND HARD 0001 BRWN SILT GRVL HARD 0009 GREY SILT CLAY HARD 0018 "
"CUMBERLAND TOWNSHIP   ","18 461979 5033553 W","2021-08 7675","","","","","","7396458 (C50351) A311011 P",""
"CUMBERLAND TOWNSHIP   ","18 470580 5040623 W","2019-04 1844","2    ","","","MO ","0010 5  ","7376935 (Z227890) A251321","FILL STNS 0004 CLAY SILT 0015 "
"CUMBERLAND TOWNSHIP   ","18 463354 5030362 W","2020-12 7417","6.11 6.03 ","UT 0085 ","22/24/11/1:","DO ","","7377584 (Z343272) A303170","BRWN MSND SILT HARD 0012 GREY CLAY SOFT 0071 GREY GRVL SHLE PCKD 0077 GREY SHLE LYRD 0095 "
"CUMBERLAND TOWNSHIP   ","18 460018 5036666 W","2020-01 1844","","","","","","7388760 (C50186) A267544 P",""
"CUMBERLAND TOWNSHIP   ","18 471573 5039696 W","2021-05 7417","6.11 6.03 ","UT 0157 ","60/66/12/1:","DO ","","7389140 (Z352853) A310602","BRWN SAND SILT CLAY 0016 GREY CLAY SOFT 0128 GREY GRVL SILT SAND 0151 GREY LMSN LYRD 0161 "
"CUMBERLAND TOWNSHIP   ","18 472690 5033109 W","2021-05 7417","6.11 6.03 ","UT 0061 ","18/18/15/1:","DO ","","7389199 (Z352857) A310607","BRWN CLAY SILT HARD 0014 GREY CLAY SOFT 0052 GREY GRVL LMSN SAND 0060 GREY LMSN LYRD 0062 "
"CUMBERLAND TOWNSHIP   ","18 472703 5033043 W","2021-06 7417","6.11 6.03 ","UT 0059 ","17//13/1:","DO ","","7390963 (Z352863) A310605","BRWN CLAY SILT HARD 0015 GREY CLAY SOFT 0045 GREY GRVL PCKD 0055 GREY LMSN LYRD 0080 "
"CUMBERLAND TOWNSHIP   ","18 464031 5035763 W","2021-06 7659","","","","","","7392071 (Z353498)  A",""
"CUMBERLAND TOWNSHIP   ","18 462690 5032292 W","2020-07 7241","1.36 ","","","","0005 11 ","7364385 (Z338369)  A",""
"CUMBERLAND TOWNSHIP   ","18 471805 5039405 W","2020-09 7526","15.5 ","","20/21/56/:","DO ","","7373248 (Z341989) A302770","BRWN SAND CLAY SOFT 0002 GREY LMSN HARD 0059 "
"CUMBERLAND TOWNSHIP   ","18 463121 5030697 W","2022-06 7260","","","","","","7431978 (Z369611)  A P",""
"CUMBERLAND TOWNSHIP   ","18 464554 5035264 W","2022-09 6946","","","","","","7432321 (Z396075) A362865 P",""
"CUMBERLAND TOWNSHIP   ","18 464909 5022783 W","2019-06 7085","4    2    ","UT 0004 ","3///:","TH ","0005 10 ","7336323 (Z298767) A268528","BRWN SAND GRVL LOOS 0002 BRWN CSND 0007 BRWN FSND SILT WBRG 0015 "
"CUMBERLAND TOWNSHIP   ","18 464826 5022740 W","2019-06 7085","6.23 2    ","UT 0004 ","3///:","TH ","0005 10 ","7336322 (Z298777) A268529","BRWN SAND GRVL ---- 0002 BRWN CSND 0007 BRWN FSND SILT WBRG 0015 "
"CUMBERLAND TOWNSHIP   ","18 467028 5029654 W","2019-08 7417","6.11 6.03 ","UT 0075 ","33//15/1:","DO ","","7342964 (Z300310) A270636","BRWN CLAY SILT HARD 0009 GREY CLAY SILT SOFT 0046 GREY GRVL SAND 0054 GREY SHLE LYRD 0095 "
"CUMBERLAND TOWNSHIP   ","18 463917 5036042 W","2019-07 7241","2.04 ","","","MT ","0010 10 ","7342430 (Z311282) A268942","BRWN LOAM 0002 BRWN SILT CLAY SOFT 0008 GREY SILT CLAY SOFT 0020 "
"CUMBERLAND TOWNSHIP   ","18 461508 5033845 W","2022-08 7328","","","","","","7429907 (C57830) A328386 P",""
"CUMBERLAND TOWNSHIP   ","18 472865 5030090 W","2019-06 7526","","","16/16/12/1:0","DO ","","7342865 (Z299797) A258625","BRWN CLAY SOFT 0049 GREY LMSN HARD 0062 "
"CUMBERLAND TOWNSHIP   ","18 470607 5038612 W","2022-07 7260","","","","","","7431980 (Z369609)  A P",""
"CUMBERLAND TOWNSHIP   ","18 463114 5030774 W","2022-06 7260","","","","","","7431979 (Z369612)  A P",""
"CUMBERLAND TOWNSHIP   ","18 464827 5022878 W","2019-06 7085","6.13 2    ","UT 0005 ","5///:","TH ","0005 10 ","7336321 (Z298766) A268531","BRWN CSND GRVL LOOS 0002 BRWN CSND 0005 BRWN FSND WBRG 0015 "
"CUMBERLAND TOWNSHIP   ","18 466969 5039032 W","2023-11 7681","","","","","","7469568 (Z407967) _NO_TAG_AB P",""
"CUMBERLAND TOWNSHIP   ","18 468711 5040745 W","2024-01 7417","","","","","","7472854 (Z423693) A390040 P",""
"CUMBERLAND TOWNSHIP   ","18 465023 5024010 W","2022-08 6667","","","","","","7446167 (Z365682) A248556 P",""
"CUMBERLAND TOWNSHIP   ","18 471535 5039829 W","2023-07 7681","","","","","","7462513 (Z408107) A378984 P",""
"CUMBERLAND TOWNSHIP   ","18 465968 5020847 W","2022-04 7241","","","","","","7450478 (Z408509) A371019 P",""
"CUMBERLAND TOWNSHIP   ","18 465940 5029489 W","2023-12 7681","","","","","","7474638 (Z408326) A395575 P",""
"CUMBERLAND TOWNSHIP   ","18 471153 5026839 W","2022-10 7681","","","","","","7446843 (Z394705) A361034 P",""
"CUMBERLAND TOWNSHIP   ","18 465784 5029292 W","2022-08 7681","","","","","","7446850 (Z394962) A345479 P",""
"CUMBERLAND TOWNSHIP   ","18 464190 5029911 W","2023-10 7417","","","","","","7462630 (Z413985) A372428 P",""
"CUMBERLAND TOWNSHIP   ","18 465735 5020749 W","2023-07 7681","","","","","","7462506 (Z408235) A342334 P",""
"CUMBERLAND TOWNSHIP   ","18 461012 5033582 W","2023-10 7241","","","","","","7468386 (Z413302) A298348 A P",""
"CUMBERLAND TOWNSHIP   ","18 471040 5033715 W","2024-07 7328","","","","","","7484238 (Z433906) A398321 P",""
"CUMBERLAND TOWNSHIP   ","18 465347 5029451 W","2022-10 7328","","","","","","7435071 (C57860) A307201 P",""
"CUMBERLAND TOWNSHIP   ","18 460941 5033345 W","2022-12 7328","","","","","","7448116 (Z405788) A328311 P",""
"CUMBERLAND TOWNSHIP   ","18 460942 5033612 W","2023-10 7241","","","","","","7468385 (Z413301)  A P",""
"CUMBERLAND TOWNSHIP   ","18 464912 5030220 W","2023-06 7303","","","","","","7458761 (C60822) A373377 P",""
"CUMBERLAND TOWNSHIP   ","18 478227 5022725 W","2023-10 6667","","","","","","7472306 (Z403637) A293044 P",""
"CUMBERLAND TOWNSHIP   ","18 464520 5034951 W","2022-03 7328","","","","","","7447195 (Z389041) A299944 P",""
"CUMBERLAND TOWNSHIP   ","18 460847 5033651 W","2024-08 7328","","","","","","7487794 (Z429739) A412286 P",""
"CUMBERLAND TOWNSHIP   ","18 460768 5033666 W","2024-08 7328","","","","","","7487795 (Z429740) A405108 P",""
"CUMBERLAND TOWNSHIP   ","18 474554 5027097 W","2024-08 7328","","","","","","7487796 (Z424436) A405140 P",""
"CUMBERLAND TOWNSHIP   ","18 467481 5039198 W","2022-11 7681","","","","","","7446855 (Z394661) A361199 P",""
"CUMBERLAND TOWNSHIP   ","18 463689 5039465 W","2024-03 7328","","","","","","7476411 (Z429666) A329769 P",""
"CUMBERLAND TOWNSHIP   ","18 466981 5039034 W","2024-02 3749","","","","","","7472166 (Z421969) A362299 P",""
"CUMBERLAND TOWNSHIP   ","18 474395 5039403 W","2023-02 7417","","","","","","7442739 (Z398976) A359651 P",""
"CUMBERLAND TOWNSHIP   ","18 473122 5031960 W","2023-02 7417","","","","","","7442741 (Z398953) A359640 P",""
"CUMBERLAND TOWNSHIP   ","18 464362 5035395 W","2024-10 6964","","","","","","7490211 (C60883) A402033 P",""
"CUMBERLAND TOWNSHIP   ","18 471346 5025394 W","2023-02 7417","","","","","","7442742 (Z398979) A359657 P",""
"CUMBERLAND TOWNSHIP   ","18 471625 5022703 W","2023-02 1844","","","","","","7444752 (C60234) A328255 P",""
"CUMBERLAND TOWNSHIP   ","18 466696 5039745 W","2023-01 1844","","","","","","7444755 (Z402816) A328316 P",""
"CUMBERLAND TOWNSHIP   ","18 463723 5039487 W","2024-03 7328","","","","","","7476409 (Z429664) A290333 P",""
"CUMBERLAND TOWNSHIP   ","18 465787 5029286 W","2023-06 7681","","","","","","7462508 (Z408274) A360940 P",""
"CUMBERLAND TOWNSHIP   ","18 463697 5039465 W","2024-03 7328","","","","","","7476410 (Z429665) A290334 P",""
"CUMBERLAND TOWNSHIP   ","18 460772 5033598 W","2024-08 7328","","","","","","7487793 (Z429738) A412261 P",""
"CUMBERLAND TOWNSHIP   ","18 463633 5039390 W","2024-03 7328","","","","","","7476412 (Z424355) A398227 P",""
"CUMBERLAND TOWNSHIP   ","18 465376 5029305 W","2024-02 7681","","","","","","7474549 (Z408065) A401844 P",""
"CUMBERLAND TOWNSHIP   ","18 463649 5039411 W","2024-03 7328","","","","","","7476413 (Z424356) A398226 P",""
"CUMBERLAND TOWNSHIP   ","18 468412 5038901 W","2023-08 7681","","","","","","7462440 (Z408292) A361020 P",""
"CUMBERLAND TOWNSHIP   ","18 462209 5038283 W","2023-06 7085","","","","","","7452952 (Z391071) A369393 P",""
"CUMBERLAND TOWNSHIP   ","18 472370 5023671 W"," 7417","","","","","","7481408 (Z423717) A390056 P",""
"CUMBERLAND TOWNSHIP   ","18 459967 5036212 W","2023-02 7241","","","","","","7445905 (Z403047) A302877 P",""
"CUMBERLAND TOWNSHIP   ","18 459950 5036247 W","2023-02 7241","","","","","","7445906 (Z403046) A302876 P",""
"CUMBERLAND TOWNSHIP   ","18 465021 5023996 W","2022-08 6667","","","","","","7446166 (Z365679) A248539 P",""
"CUMBERLAND TOWNSHIP   ","18 478227 5022725 W","2023-06 6667","","","","","","7472289 (Z365739) A293026 P",""
"CUMBERLAND TOWNSHIP   ","18 461066 5032531 W","2022-12 7328","","","","","","7453602 (Z402826) A352987 P",""
"CUMBERLAND TOWNSHIP   ","18 471840 5039836 W","2023-04 7417","","","","","","7449779 (Z398989) A359653 P",""
"CUMBERLAND TOWNSHIP   ","18 464634 5035270 W","2022-09 6946","","","","","","7432323 (Z396082) A362867 P",""
"CUMBERLAND TOWNSHIP   ","18 463059 5030067 W","2023-04 7417","","","","","","7449781 (Z398994) A372458 P",""
"CUMBERLAND TOWNSHIP   ","18 462513 5032569 W","2024-05 7328","","","","","","7480543 (Z429706) A329791 P",""
"CUMBERLAND TOWNSHIP   ","18 466004 5020788 W","2022-04 7241","","","","","","7450476 (Z408502) A366209 P",""
"CUMBERLAND TOWNSHIP   ","18 465971 5020810 W","2022-04 7241","","","","","","7450477 (Z408501) A371020 P",""
"CUMBERLAND TOWNSHIP   ","18 466733 5029658 W","2023-07 7417","","","","","","7455295 (Z413954) A372441 P",""
"CUMBERLAND TOWNSHIP   ","18 465735 5020749 W","2022-05 7681","","","","","","7451555 (Z394570) A342334 P",""
"CUMBERLAND TOWNSHIP   ","18 465752 5020907 W","2023-03 1844","","","","","","7449731 (C60224) A267554 P",""
"CUMBERLAND TOWNSHIP   ","18 473339 5038547 W","2023-05 7417","","","","","","7451698 (Z399008) A372463 P",""
"CUMBERLAND TOWNSHIP   ","18 473657 5036769 W","2023-03 7417","","","","","","7449803 (Z398988) A359654 P",""
"CUMBERLAND TOWNSHIP   ","18 461135 5032570 W","2022-12 7328","","","","","","7453601 (Z402825) A352986 P",""
"CUMBERLAND TOWNSHIP   ","18 465234 5035305 W","2023-11 7328","","","","","","7488860 (Z424456) A387243 P",""
"CUMBERLAND TOWNSHIP   ","18 465142 5035434 W","2023-11 7328","","","","","","7488859 (Z424455) A387242 P",""
"CUMBERLAND TOWNSHIP   ","18 465100 5035479 W","2023-11 7328","","","","","","7488858 (Z424454) A387241 P",""
"CUMBERLAND TOWNSHIP   ","18 462302 5038328 W","2023-06 7085","","","","","","7452954 (Z391073) A369395 P",""
"CUMBERLAND TOWNSHIP   ","18 462225 5038342 W","2023-06 7085","","","","","","7452953 (Z391072) A369394 P",""
"CUMBERLAND TOWNSHIP   ","18 464536 5035312 W","2022-09 6946","","","","","","7432325 (Z396074) A362869 P",""
"CUMBERLAND TOWNSHIP   ","18 464609 5035345 W","2022-09 6946","","","","","","7432324 (Z396081) A362868 P",""
"CUMBERLAND TOWNSHIP   ","18 462260 5038247 W","2023-05 7085","","","","","","7452951 (Z391070) A369392 P",""
"CUMBERLAND TOWNSHIP   ","18 465182 5021482 W","2023-03 7681","","","","","","7451595 (Z394531) A342424 P",""
"CUMBERLAND TOWNSHIP   ","18 464520 5034951 W","2023-02 7328","","","","","","7448968 (C60229) A299944 P",""
"CUMBERLAND TOWNSHIP   ","18 465260 5033511 W","2008-11 7260","","","","NU "," ","7115159 (Z87918)  A","CLAY  CLN 0012 STNS  CLN 0014 "
"CUMBERLAND TOWNSHIP   ","18 474349 5039580 W","2007-04 1517","6.25 ","FR ","5/20/14/1:","DO ","","7045936 (Z38799) A052262","BRWN SAND 0004 GREY HPAN STNS SNDY 0019 GREY ROCK 0300 "
"CUMBERLAND TOWNSHIP   ","18 467834 5018611 W","2008-12 1517","6.25 ","FR 0092 ","2/7/7/1:0","DO "," ","7120483 (Z84346) A052291","BRWN CLAY 0014 GREY CLAY 0068 GREY GRVL SAND 0090 RED  SHLE SOFT 0095 "
"CUMBERLAND TOWNSHIP   ","18 473490 5027156 W","2007-11 6667","0.47 ","FR 0003 ","","DO ","","7103321 (Z63266) A041692","BRWN SAND SLTY HARD 0001 RED  CSND 0007 GREY SAND SLTY 0010 GREY CLAY SLTY FGRD 0013 "
"CUMBERLAND TOWNSHIP    ","18 461073 5036117 W","2006-06 6838","","","","","","1536400 (Z19273) A019045 A",""
"CUMBERLAND TOWNSHIP   ","18 471606 5040253 W","2008-07 1517","6    ","FR 0090 ","12/13/50/1:10","DO ","","7111541 (Z69188) A052284","GREY CLAY 0078 GREY HPAN STNS GRVL 0086 GREY GRVL SAND 0088 GREY ROCK 0092 "
"CUMBERLAND TOWNSHIP   ","18 471499 5027122 W","2005-11 6574","","","","","","1536024 (Z28744)  A","0016 "
"CUMBERLAND TOWNSHIP   ","18 471918 5027904 W","2005-07 6006","6.11 ","FR 0025 SU 0080 ","10/73/5/1:0","DO ","","1535702 (Z32771) A014070","BRWN CLAY BLDR LOOS 0003 RED  CLAY BLDR LOOS 0010 BLCK SHLE GRVL LOOS 0020 BLCK SHLE PORS 0099 "
