"SCREEN_ID","WELL_ID","PIPE_ID","Layer","Slot","SCRN_TOP_DEPTH","SCRN_END_DEPTH","SCRN_MATERIAL","SCRN_DEPTH_UOM","SCRN_DIAMETER_UOM","SCRN_DIAMETER"
1004950781,"7203551",1004950774,1,"10",0.61,3.10,"5","m","cm",1.82
1004950807,"7203552",1004950801,1,"10",0.61,3.35,"5","m","cm",1.82
1004950821,"7203553",1004950814,1,"10",0.61,3.10,,"m","cm",1.82
1004950848,"7203554",1004950841,1,"10",0.61,3.10,"5","m","cm",4.82
1004950870,"7203555",1004950864,1,"10",0.61,3.66,"5","m","cm",4.82
1004951205,"7203571",1004951200,,,,,,"ft","inch",
1004951429,"7203574",1004951420,1,"10",9.75,12.71,"5","m","cm",4.21
1004969017,"7203873",1004969008,1,"10",4.81,7.65,"5","m","cm",4.21
1004969077,"7203874",1004969070,1,"10",4.80,7.72,"5","m","cm",4.40
1004809360,"7204221",1004809353,1,"10",1.50,4.57,"5","m","cm",4.80
1004809374,"7204222",1004809367,1,"10",1.50,4.57,"5","m","cm",4.82
1004809388,"7204223",1004809381,1,"10",1.50,4.57,"5","m","cm",4.82
1004809402,"7204224",1004809395,1,"10",1.22,4.57,"5","m","cm",4.82
1004810166,"7204253",1004810159,1,"10",1.83,4.88,"5","m","cm",4.21
1004810179,"7204254",1004810173,1,"10",3.10,4.57,"5","m","cm",4.21
1004811632,"7204273",1004811626,1,".10",3.00,13.00,"5","ft","inch",2.25
1004811644,"7204274",1004811638,1,".10",25.00,35.00,"5","ft","inch",2.25
1004812383,"7204293",1004812376,1,"10",1.50,4.57,"5","m","cm",4.82
1004812601,"7204297",1004812594,1,"10",2.44,5.49,"5","m","cm",4.21
1004812629,"7204298",1004812622,1,"10",2.44,5.49,"5","m","cm",4.21
1004812673,"7204299",1004812665,1,"10",3.10,5.40,"5","m","cm",4.21
1004812702,"7204300",1004812694,1,"10",2.90,5.60,"5","m","cm",4.21
1004812735,"7204301",1004812727,1,"10",3.10,5.79,"5","m","cm",4.21
1004815775,"7204376",1004815765,,,,,,"m","cm",
1004816195,"7204379",1004816185,,,,,,"m","cm",
1004821781,"7204404",1004821773,1,"10",12.19,15.24,"5","m","cm",4.82
1004821850,"7204405",1004821842,1,"10",12.19,15.24,"5","m","cm",4.82
1004823276,"7204424",1004823268,1,"10",3.66,6.71,"5","m","cm",4.20
1004823290,"7204425",1004823283,1,"10",3.35,6.71,"5","m","cm",4.82
1004823304,"7204426",1004823297,1,"10",3.66,7.62,"5","m","cm",4.82
1004829510,"7204427",1004829503,1,"10",3.35,6.40,"5","m","cm",4.21
1004829524,"7204428",1004829517,1,"10",3.35,6.40,"5","m","cm",4.21
1004829537,"7204429",1004829530,1,"10",3.10,6.10,"5","m","cm",4.82
1004829552,"7204430",1004829544,1,"10",3.10,6.10,"5","m","cm",4.82
1004835923,"7204558",1004835915,,,,,,"m","cm",
1004836543,"7204562",1004836532,,,,,,"m","cm",
1004838555,"7204600",1004838549,1,".10",7.00,17.00,"5","ft","inch",2.25
1004840457,"7204631",1004840452,,,,,,"ft","inch",
1004840487,"7204632",1004840482,,,,,,"ft","inch",
1004840617,"7204635",1004840612,,,,,,"ft","inch",
1004840643,"7204637",1004840631,,,,,,"ft","inch",
1004840976,"7204639",1004840964,,,,,,"ft","inch",
1004841102,"7204641",1004841087,,,,,,"ft","inch",
1004841195,"7204642",1004841183,,,,,,"ft","inch",
1004841253,"7204643",1004841237,,,,,,"ft","inch",
1004841317,"7204644",1004841301,,,,,,"ft","inch",
1004842231,"7204645",1004842216,,,,,,"ft","inch",
1004843436,"7204647",1004843424,,,,,,"ft","inch",
1004843480,"7204648",1004843467,,,,,,"ft","inch",
1004843525,"7204649",1004843511,,,,,,"ft","inch",
1004843566,"7204650",1004843556,,,,,,"ft","inch",
1004843694,"7204652",1004843680,,,,,,"ft","inch",
1004843779,"7204653",1004843765,,,,,,"ft","inch",
1004844018,"7204654",1004844004,,,,,,"ft","inch",
1004844087,"7204655",1004844073,,,,,,"ft","inch",
1004844234,"7204656",1004844221,,,,,,"ft","inch",
1004845047,"7204662",1004845032,,,,,,"ft","inch",
1004845186,"7204663",1004845171,,,,,,"ft","inch",
1004850148,"7204746",1004850142,,,,,,"ft","inch",
1004850188,"7204747",1004850180,,,,,,"ft","inch",
1004857822,"7204891",1004857816,,,,,,"ft","inch",
1004857832,"7204892",1004857826,,,,,,"m","cm",
1004861084,"7204947",1004861079,,,,,,"ft","inch",
1004861641,"7204950",1004861628,,,,,,"ft","inch",
1004862835,"7204955",1004862822,,,,,,"ft","inch",
1004863011,"7204956",1004862998,,,,,,"ft","inch",
1004863482,"7204971",1004863476,1,"10",6.10,9.30,"5","m","cm",4.10
1004863519,"7204977",1004863513,1,"10",2.62,5.66,"5","ft","inch",6.00
1004874305,"7205156",1004874298,1,"10",1.50,4.57,"5","m","cm",6.03
1004874319,"7205157",1004874312,1,"10",1.22,4.88,"5","m","cm",6.03
1004874332,"7205158",1004874326,1,"10",1.22,4.27,"5","m","cm",4.21
1004874346,"7205159",1004874339,1,"10",1.83,4.88,"5","m","cm",6.03
1004874484,"7205166",1004874475,1,"10",4.57,7.62,"5","m","cm",4.82
1004875321,"7205197",1004875312,1,"10",7.62,9.14,"5","m","cm",4.21
1004875508,"7205203",1004875501,1,"10",1.83,4.88,"5","m","cm",6.02
1004875564,"7205204",1004875557,1,"10",1.22,4.27,"5","m","cm",6.05
1004875624,"7205205",1004875616,1,"10",1.83,4.80,"5","m","cm",6.05
1004875625,"7205205",1004875616,2,,,,,"m","cm",
1004875890,"7205218",1004875883,1,"10",0.91,3.96,"5","m","cm",4.82
1004875904,"7205219",1004875897,1,"10",1.22,4.27,"5","m","cm",4.82
1004875960,"7205220",1004875953,1,"10",0.91,3.06,"5","m","cm",4.82
1004876014,"7205221",1004876007,1,"10",0.91,3.60,"5","m","cm",4.82
1004876029,"7205222",1004876021,1,"10",0.91,3.96,"5","m","cm",4.82
1004876087,"7205223",1004876079,1,"10",1.50,4.57,"5","m","cm",4.82
1004876145,"7205224",1004876137,1,"10",1.50,4.57,"5","m","cm",4.82
1004885454,"7205441",1004885449,,,,,,"ft","inch",
1004889296,"7205575",1004889286,,,,,,"ft","inch",
1004889402,"7205576",1004889392,,,,,,"ft","inch",
1004889477,"7205577",1004889467,,,,,,"ft","inch",
1004889565,"7205578",1004889551,,,,,,"ft","inch",
1004889996,"7205579",1004889984,,,,,,"ft","inch",
1004890148,"7205580",1004890137,,,,,,"ft","inch",
1004890245,"7205581",1004890234,1,,,,,"ft","inch",
1004980780,"7205660",1004980775,,,,,,"m","cm",
1004980827,"7205661",1004980822,1,".10",19.33,19.33,"5","ft","inch",2.12
1004912512,"7205824",1004912503,,,,,,"ft","inch",
1004915681,"7205840",1004915671,,,,,,"ft","inch",
1004918957,"7205866",1004918949,,,,,,"m","cm",
1004918980,"7205867",1004918972,1,"10",3.05,6.10,"4","m","cm",6.03
1004925769,"7205900",1004925762,1,".10",13.00,21.00,"5","ft","inch",2.25
1004926397,"7205916",1004926389,1,"10",3.00,6.10,"5","m","cm",5.81
1004926966,"7205917",1004926959,1,"10",3.50,5.10,"5","m","cm",5.80
1004927018,"7205918",1004927007,1,"10",17.20,18.80,"5","m","cm",5.80
1004962420,"7205955",1004962410,,,,,,"m","cm",
1004962525,"7205956",1004962517,,,,,,"m","cm",
1004962600,"7205957",1004962594,1,"8",8.85,10.07,"1","m","cm",13.97
1004962662,"7205958",1004962654,,,,,,"m","cm",
1004962706,"7205959",1004962696,,,,,,"m","cm",
1004962863,"7205960",1004962854,,,,,,"m","cm",
1004963062,"7205962",1004963052,,,,,,"m","cm",
1004977769,"7206093",1004977760,,,,,,"ft","inch",
1004982472,"7206169",1004982462,,,,,,"m","cm",
1004985538,"7206182",1004985533,,,,,,"ft","inch",
1004985586,"7206183",1004985581,,,,,,"ft","inch",
1004985595,"7206184",1004985590,,,,,,"ft","inch",
1004985614,"7206185",1004985609,,,,,,"ft","inch",
1004993610,"7206300",1004993599,,,,,,"ft","inch",
1004993880,"7206304",1004993875,,,,,,"ft","inch",
1004960414,"7206469",1004960407,1,"10",1.65,3.25,"5","m","cm",4.02
1004960444,"7206470",1004960437,1,"10",1.06,4.11,"5","m","cm",4.82
1004960458,"7206471",1004960451,1,"10",1.50,4.57,"5","m","cm",1.82
1004960519,"7206472",1004960512,1,"10",4.57,7.62,"5","m","cm",4.82
1004962242,"7206514",1004962237,1,"10",1.50,4.57,"5","m","cm",6.03
1004962304,"7206515",1004962297,1,"10",1.22,4.27,"5","m","cm",6.03
1004962317,"7206516",1004962311,1,"10",1.22,2.74,"5","m","cm",6.03
1004962381,"7206517",1004962376,1,"10",1.50,4.39,"5","m","cm",6.03
1004962392,"7206518",1004962387,1,"10",0.91,3.96,"5","m","cm",6.03
1004962406,"7206519",1004962398,1,"10",2.44,5.49,"5","m","cm",6.03
1004962763,"7206526",1004962755,1,"10",1.83,,"5","m","cm",4.21
1004962849,"7206527",1004962842,1,"10",3.10,6.10,"5","m","cm",4.21
1004962914,"7206528",1004962906,1,"10",1.50,4.57,"5","m","cm",4.21
1004962942,"7206529",1004962933,1,"10",2.14,5.18,"5","m","cm",4.21
1004962966,"7206530",1004962958,1,"10",1.83,,"5","m","cm",4.21
1004965766,"7206603",1004965759,1,"10",1.50,4.57,"5","m","cm",4.82
1004965780,"7206604",1004965773,1,"10",2.28,5.33,"5","m","cm",4.82
1004967873,"7206645",1004967866,,,,,,"ft","inch",
1004968233,"7206651",1004968228,,,,,,"ft","inch",
1004968243,"7206652",1004968238,,,,,,"ft","inch",
1004968296,"7206654",1004968291,,,,,,"ft","inch",
1004968305,"7206655",1004968300,,,,,,"ft","inch",
1004968333,"7206656",1004968328,,,,,,"ft","inch",
1004968342,"7206657",1004968337,,,,,,"ft","inch",
1004968490,"7206660",1004968478,,,,,,"ft","inch",
1004968533,"7206661",1004968520,,,,,,"ft","inch",
1004968734,"7206664",1004968723,,,,,,"ft","inch",
1004968857,"7206666",1004968842,,,,,,"ft","inch",
1004969039,"7206668",1004969024,,,,,,"ft","inch",
1004969587,"7206675",1004969575,,,,,,"ft","inch",
1004969629,"7206676",1004969617,,,,,,"ft","inch",
1004969672,"7206677",1004969659,,,,,,"ft","inch",
1004969715,"7206678",1004969703,,,,,,"ft","inch",
1004969804,"7206680",1004969792,,,,,,"ft","inch",
1004969848,"7206681",1004969834,,,,,,"ft","inch",
1004969883,"7206682",1004969869,,,,,,"ft","inch",
1004969924,"7206683",1004969914,,,,,,"ft","inch",
1004969969,"7206684",1004969955,,,,,,"ft","inch",
1004970044,"7206686",1004970030,,,,,,"ft","inch",
1004970131,"7206688",1004970118,,,,,,"ft","inch",
1004970497,"7206696",1004970482,,,,,,"ft","inch",
1004970544,"7206697",1004970528,,,,,,"ft","inch",
1004993473,"7206799",1004993466,,,,,,"m","cm",
1004993583,"7206800",1004993578,,,,,,"ft","inch",
1005003142,"7206941",1005003134,1,"40",7.20,10.34,"5","m","cm",5.80
1005003155,"7206942",1005003147,1,"10",7.50,10.57,"5","m","cm",5.80
1005005622,"7206990",1005005614,,,,,,"ft","inch",
1005021243,"7207119",1005021232,,,,,,"m","cm",
1005021916,"7207124",1005021903,,,,,,"m","cm",
1005021951,"7207125",1005021946,,,,,,"m","cm",
1005022013,"7207127",1005022004,,,,,,"m","cm",
1004947281,"7207206",1004947273,,,,,,"m","cm",
1004949080,"7207224",1004949071,,,,,,"ft","inch",
1004587079,"7207341",1004587070,1,"10",1.55,6.10,"5","m","cm",6.00
1004587139,"7207352",1004587133,,,,,,"m","cm",
1004587149,"7207353",1004587143,,,,,,"m","cm",
1004587158,"7207354",1004587152,,,,,,"m","cm",
1004588870,"7207380",1004588864,,,,,,"m","cm",
1004594252,"7207451",1004594242,,,,,,"m","cm",
1004594292,"7207452",1004594282,,,,,,"m","cm",
1004594618,"7207461",1004594607,,,,,,"m","cm",
1004594658,"7207462",1004594648,,,,,,"m","cm",
1004594693,"7207463",1004594688,,,,,,"ft","inch",
1004597002,"7207538",1004596994,1,"0",1.83,4.88,"5","m","cm",4.82
1004597017,"7207539",1004597009,1,"10",2.14,,"5","m","cm",4.82
1004597508,"7207624",1004597503,,,,,,"ft","inch",
1004597518,"7207625",1004597513,,,,,,"ft","inch",
1004597528,"7207626",1004597523,,,,,,"ft","inch",
1004597540,"7207627",1004597533,1,"10",9.14,12.19,"5","m","cm",4.82
1004597554,"7207628",1004597546,1,"10",2.13,5.18,"5","m","cm",4.82
1004597568,"7207629",1004597560,1,"10",2.13,5.18,"5","m","cm",4.82
1004597582,"7207630",1004597574,1,"10",2.44,5.49,"5","m","cm",4.82
1004597597,"7207631",1004597589,1,"10",1.50,4.57,"5","m","cm",4.82
1004597612,"7207632",1004597604,1,"10",0.91,3.96,"5","m","cm",4.82
1004597627,"7207633",1004597619,1,"10",2.44,5.49,"5","m","cm",4.82
1004597643,"7207634",1004597635,1,"10",0.91,3.96,"5","m","cm",4.83
1004597658,"7207635",1004597650,1,"10",2.13,5.18,"5","m","cm",4.82
1004597672,"7207636",1004597664,1,"10",3.10,6.10,"5","m","cm",4.82
1004597687,"7207637",1004597679,1,"10",3.10,6.10,"5","m","cm",4.82
1004597701,"7207638",1004597693,1,"10",2.13,5.18,"5","m","cm",4.82
1004597715,"7207639",1004597707,1,"10",2.13,5.18,"5","m","cm",4.82
1004597729,"7207640",1004597721,1,"10",1.22,5.18,"5","m","cm",4.82
1004597743,"7207641",1004597735,1,"10",4.57,7.62,"5","m","cm",5.03
1004597760,"7207642",1004597752,1,"10",6.10,10.67,"5","m","cm",5.03
1004597776,"7207643",1004597767,1,"10",4.57,7.62,"5","m","cm",5.03
1004597794,"7207644",1004597784,1,"10",7.62,10.67,"5","m","cm",5.03
1004597808,"7207645",1004597801,1,"10",8.53,11.58,"5","m","cm",7.82
1004587593,"7207708",1004587585,1,"10",1.50,4.57,"5","m","cm",4.82
1004587608,"7207709",1004587600,1,"10",1.50,4.57,"5","m","cm",4.82
1004587650,"7207710",1004587643,1,"10",1.50,4.57,"5","m","cm",4.82
1004587962,"7207711",1004587955,1,"10",1.50,4.57,"5","m","cm",4.82
1004588200,"7207717",1004588193,1,"10",1.50,4.57,"5","m","cm",5.03
1004588214,"7207718",1004588207,1,"10",0.50,4.57,"5","m","cm",5.03
1004599101,"7207735",1004599093,1,"10",7.62,9.14,"5","m","cm",6.03
1004599122,"7207736",1004599115,1,"10",6.10,9.14,"5","m","cm",6.03
1004599142,"7207737",1004599135,1,"10",6.10,9.14,"5","m","cm",6.03
1004600781,"7207986",1004600776,1,"10",7.10,8.74,"5","m","cm",5.80
1004600794,"7207987",1004600789,1,"10",7.10,10.39,"5","m","cm",5.80
1004578042,"7208054",1004578032,,,,,,"m","cm",
1004578489,"7208055",1004578481,,,,,,"m","cm",
1004580983,"7208056",1004580972,,,,,,"m","cm",
1004591017,"7208252",1004591011,1,,75.00,65.00,"5","ft","inch",2.00
1004593207,"7208309",1004593198,,,,,,"ft","inch",
1004593245,"7208310",1004593237,,,,,,"ft","inch",
1004593278,"7208311",1004593270,1,"10",20.00,24.00,"1","ft","inch",5.75
1004593357,"7208312",1004593350,1,"10",23.00,27.00,"1","ft","inch",5.50
1004593384,"7208313",1004593377,1,"14",38.00,42.00,"1","ft","inch",5.50
1004608564,"7208353",1004608550,1,"10",4.10,7.10,"5","m","cm",5.80
1004626325,"7208596",1004626311,,,,,,"ft","inch",
1004613257,"7208647",1004613248,1,"10",4.88,7.92,"5","m","cm",6.03
1004613273,"7208648",1004613264,1,"10",4.88,7.92,"5","m","cm",6.03
1004613289,"7208649",1004613280,1,"10",4.88,7.92,"5","m","cm",6.03
1004613305,"7208650",1004613296,1,"10",4.88,7.92,"5","m","cm",6.03
1004613420,"7208658",1004613413,1,"10",1.22,4.27,"5","m","cm",4.21
1004613433,"7208659",1004613426,1,"10",1.22,4.27,"5","m","cm",4.21
1004613872,"7208672",1004613865,1,"10",4.27,7.32,"5","m","cm",4.21
1004614018,"7208673",1004614011,1,"10",3.10,6.10,"5","m","cm",4.21
1004622080,"7208743",1004622072,1,"10",2.44,5.49,"5","m","cm",4.21
1004622424,"7208751",1004622417,1,"10",7.01,10.06,"5","m","cm",6.03
1004622455,"7208752",1004622445,1,"10",15.24,18.29,"5","m","cm",6.03
1004622539,"7208755",1004622531,1,"10",3.35,6.40,"5","m","cm",4.82
1004622554,"7208756",1004622546,1,"10",4.88,7.93,"5","m","cm",4.82
1004622570,"7208757",1004622561,1,"10",4.88,7.93,"5","m","cm",4.82
1004622598,"7208758",1004622590,1,"10",4.88,7.93,"5","m","cm",4.82
1004622665,"7208759",1004622657,1,"10",3.96,7.01,"5","m","cm",4.82
1004624650,"7208820",1004624642,,,,,,"m","cm",
1004624688,"7208821",1004624680,,,,,,"m","cm",
1004628361,"7208899",1004628352,1,"10",13.40,16.44,"5","m","cm",6.03
1004628474,"7208900",1004628466,1,"10",8.84,11.80,"5","m","cm",6.03
1004628504,"7208901",1004628498,1,"10",1.50,4.57,"5","m","cm",6.03
1004628520,"7208902",1004628511,1,"10",10.36,13.41,"5","m","cm",6.03
1004628534,"7208903",1004628527,1,"10",1.52,3.10,"5","m","cm",6.03
1004635506,"7209054",1004635501,,,,,,"ft","inch",
1004642079,"7209109",1004642073,1,"10",10.00,20.00,"5","ft","inch",2.00
1004642092,"7209110",1004642086,1,"10",6.00,11.00,"5","ft","inch",2.00
1004652916,"7209190",1004652904,,,,,,"m","cm",
1004661490,"7209234",1004661484,,,,,,"m","cm",
1004661500,"7209235",1004661494,,,,,,"m","cm",
1004661510,"7209236",1004661504,,,,,,"m","cm",
1004661570,"7209243",1004661562,1,"10",0.61,2.97,"5","m","cm",5.80
1004661584,"7209244",1004661574,1,"10",25.30,27.40,,"m","cm",5.80
1004661599,"7209245",1004661588,,,,,,"m","cm",
1004662413,"7209246",1004662400,,,,,,"m","cm",
1004662448,"7209247",1004662443,,,,,,"m","cm",
1004662456,"7209248",1004662451,,,,,,"m","cm",
1004662464,"7209249",1004662459,,,,,,"m","cm",
1004662472,"7209250",1004662467,,,,,,"m","cm",
1004662483,"7209251",1004662475,,,,,,"m","cm",
1004662636,"7209258",1004662631,,,,,,"ft","inch",
1004662654,"7209260",1004662649,,,,,,"ft","inch",
1004662663,"7209261",1004662658,,,,,,"ft","inch",
1004666648,"7209262",1004666643,,,,,,"ft","inch",
1004666656,"7209263",1004666651,,,,,,"ft","inch",
1004666664,"7209264",1004666659,,,,,,"ft","inch",
1004666672,"7209265",1004666667,,,,,,"ft","inch",
1004666730,"7209267",1004666720,,,,,,"ft","inch",
1004666816,"7209269",1004666804,,,,,,"ft","inch",
1004666860,"7209270",1004666847,,,,,,"ft","inch",
1004666907,"7209271",1004666891,,,,,,"ft","inch",
1004666952,"7209272",1004666938,,,,,,"ft","inch",
1004666994,"7209273",1004666983,,,,,,"ft","inch",
1004669319,"7209275",1004669310,,,,,,"ft","inch",
1004669362,"7209276",1004669349,,,,,,"ft","inch",
1004669405,"7209277",1004669393,,,,,,"ft","inch",
1004669450,"7209278",1004669436,,,,,,"ft","inch",
1004669537,"7209280",1004669522,,,,,,"ft","inch",
1004670693,"7209281",1004670681,,,,,,"ft","inch",
1004670736,"7209282",1004670724,,,,,,"ft","inch",
1004670778,"7209283",1004670766,,,,,,"ft","inch",
1004671908,"7209284",1004671894,,,,,,"ft","inch",
1004671953,"7209285",1004671938,,,,,,"ft","inch",
1004669581,"7209287",1004669568,,,,,,"ft","inch",
1004669704,"7209290",1004669691,,,,,,"ft","inch",
1004660666,"7209293",1004660651,,,,,,"ft","inch",
1004660870,"7209296",1004660854,,,,,,"ft","inch",
1004661161,"7209300",1004661148,,,,,,"ft","inch",
1004661369,"7209311",1004661358,,,,,,"ft","inch",
1004661635,"7209312",1004661629,,,,,,"ft","inch",
1004661766,"7209313",1004661756,,,,,,"ft","inch",
1004663626,"7209314",1004663615,,,,,,"ft","inch",
1004672034,"7209315",1004672025,,,,,,"m","cm",
1004659766,"7209360",1004659758,1,"10",3.10,6.10,"5","m","cm",4.82
1004620717,"7209376",1004620708,1,,,,,"m","cm",
1004634262,"7209554",1004634253,1,"10",3.65,5.18,"5","m","cm",4.21
1004660485,"7210353",1004660480,,,,,,"m","cm",
1004662671,"7210354",1004662666,,,,,,"m","cm",
1004662693,"7210355",1004662688,,,,,,"m","cm",
1004863287,"7210543",1004863278,,,,,,"ft","inch",
1004863340,"7210544",1004863330,,,,,,"ft","inch",
1004868435,"7210650",1004868425,,,,,,"m","cm",
1004868516,"7210652",1004868503,1,,,,,"m","cm",
1004869380,"7210658",1004869368,,,,,,"ft","inch",
1004869489,"7210660",1004869475,,,,,,"ft","inch",
1004869660,"7210661",1004869648,,,,,,"ft","inch",
1004870212,"7210662",1004870198,,,,,,"ft","inch",
1004870335,"7210663",1004870322,,,,,,"ft","inch",
1004871177,"7210670",1004871164,,,,,,"ft","inch",
1004871556,"7210675",1004871543,,,,,,"ft","inch",
1004871645,"7210676",1004871632,,,,,,"ft","inch",
1004871776,"7210679",1004871771,,,,,,"ft","inch",
1004873219,"7210699",1004873209,,,,,,"ft","inch",
1004873473,"7210704",1004873465,1,"16",42.00,46.50,"1","ft","inch",5.25
1004873508,"7210705",1004873503,,,,,,"ft","inch",
1004873521,"7210706",1004873513,,,,,,"ft","inch",
1004875002,"7210729",1004874997,,,,,,"ft","inch",
1004875012,"7210730",1004875007,,,,,,"ft","inch",
1004875021,"7210731",1004875016,,,,,,"ft","inch",
1004875031,"7210732",1004875026,,,,,,"ft","inch",
1004875040,"7210733",1004875035,,,,,,"ft","inch",
1004875054,"7210734",1004875049,,,,,,"ft","inch",
1004875064,"7210735",1004875059,,,,,,"ft","inch",
1004875074,"7210736",1004875069,,,,,,"ft","inch",
1004875084,"7210737",1004875079,,,,,,"ft","inch",
1004875094,"7210738",1004875089,,,,,,"ft","inch",
1004875104,"7210739",1004875099,,,,,,"ft","inch",
1004875128,"7210740",1004875123,,,,,,"ft","inch",
1004875167,"7210741",1004875162,,,,,,"ft","inch",
1004875177,"7210742",1004875172,,,,,,"ft","inch",
1004875471,"7210748",1004875460,,,,,,"ft","inch",
1004875582,"7210750",1004875571,,,,,,"ft","inch",
1004875657,"7210751",1004875646,,,,,,"ft","inch",
1004875810,"7210752",1004875796,,,,,,"ft","inch",
1004875922,"7210753",1004875911,,,,,,"ft","inch",
1004875977,"7210754",1004875965,,,,,,"ft","inch",
1004876049,"7210755",1004876036,,,,,,"ft","inch",
1004876106,"7210756",1004876094,,,,,,"ft","inch",
1004876165,"7210757",1004876152,,,,,,"ft","inch",
1004876210,"7210758",1004876195,,,,,,"ft","inch",
1004876266,"7210759",1004876256,,,,,,"ft","inch",
1004876307,"7210760",1004876296,1,,,,,"m","cm",
1004876435,"7210761",1004876427,,,,,,"m","cm",
1004877082,"7210767",1004877073,,,,,,"m","cm",
1004877247,"7210769",1004877242,,,,,,"m","cm",
1004877296,"7210770",1004877291,,,,,,"m","cm",
1004877319,"7210771",1004877314,,,,,,"m","cm",
1004877329,"7210772",1004877324,,,,,,"m","cm",
1004880939,"7210812",1004880932,1,"10",1.83,4.88,"5","m","cm",4.82
1004881397,"7210813",1004881390,1,"10",1.83,4.88,"5","m","cm",4.82
1004881574,"7210834",1004881568,1,"10",1.50,3.66,"5","m","cm",4.21
1004881628,"7210835",1004881622,1,"10",1.50,4.57,"5","m","cm",4.21
1004881718,"7210841",1004881713,,,,,,"m","cm",
1004881728,"7210842",1004881723,,,,,,"m","cm",
1004881738,"7210843",1004881733,,,,,,"m","cm",
1004881748,"7210844",1004881743,,,,,,"m","cm",
1004882886,"7210879",1004882879,1,"10",1.83,4.88,"5","m","cm",4.82
1004882899,"7210880",1004882892,1,"10",1.83,4.88,"5","m","cm",4.82
1004882912,"7210881",1004882905,1,"10",1.83,4.88,"5","m","cm",4.82
1004882928,"7210882",1004882921,1,"10",1.83,4.88,"5","m","cm",4.82
1004882947,"7210883",1004882940,1,"10",1.83,4.88,"5","m","cm",4.82
1004883024,"7210888",1004883017,1,"10",2.79,3.79,"5","m","cm",4.82
1004883211,"7210900",1004883204,1,"10",1.22,4.27,"5","m","cm",4.82
1004886814,"7210981",1004886806,1,"10",3.96,7.01,"5","m","cm",4.82
1004886828,"7210982",1004886821,1,"10",11.89,14.94,"5","m","cm",4.82
1004887197,"7210983",1004887190,1,"10",3.96,7.01,"5","m","cm",4.82
1004887395,"7210984",1004887387,1,"10",9.19,12.19,"5","m","cm",4.82
1004887826,"7210986",1004887819,1,"10",5.79,7.32,"5","m","cm",4.21
1004887869,"7210987",1004887862,1,"10",10.67,12.10,"5","m","cm",4.21
1004887899,"7210988",1004887890,1,"10",,,"5","m","cm",4.21
1004888096,"7210989",1004888087,1,"10",11.28,11.80,"5","m","cm",4.21
1004888387,"7210990",1004888379,1,"10",1.83,4.57,"5","m","cm",4.82
1004888439,"7210991",1004888431,1,"10",2.13,4.57,"5","m","cm",4.82
1004888454,"7210992",1004888446,1,"10",1.52,4.57,"5","m","cm",4.82
1004888469,"7210993",1004888461,1,"10",2.49,4.88,"5","m","cm",4.82
1004888483,"7210994",1004888475,1,"10",2.49,4.88,"5","m","cm",4.82
1004894433,"7211084",1004894427,,,,,,"m","cm",
1004894558,"7211085",1004894552,,,,,,"m","cm",
1004894980,"7211086",1004894974,1,,,,,"m","cm",
1004895023,"7211087",1004895017,,,,,,"m","cm",
1004895678,"7211107",1004895673,,,,,,"m","cm",
1004895687,"7211108",1004895682,,,,,,"m","cm",
1004895707,"7211109",1004895702,,,,,,"ft","inch",
1004895716,"7211110",1004895711,,,,,,"ft","inch",
1004895725,"7211111",1004895720,,,,,,"ft","inch",
1004895746,"7211112",1004895741,,,,,,"ft","inch",
1004895755,"7211113",1004895750,,,,,,"ft","inch",
1004895764,"7211114",1004895759,,,,,,"ft","inch",
1004895773,"7211115",1004895768,,,,,,"ft","inch",
1004895875,"7211118",1004895870,,,,,,"ft","inch",
1004895894,"7211119",1004895889,,,,,,"ft","inch",
1004897137,"7211166",1004897128,,,,,,"ft","inch",
1004898493,"7211179",1004898486,,,,,,"ft","inch",
1004940926,"7211601",1004940920,1,"10",1.50,3.05,"5","m","cm",15.80
1004950919,"7211753",1004950914,,,,,,"ft","inch",
1004950931,"7211754",1004950926,,,,,,"ft","inch",
1004951244,"7211760",1004951236,,,,,,"ft","inch",
1004951873,"7211785",1004951868,,,,,,"ft","inch",
1004951922,"7211786",1004951917,,,,,,"ft","inch",
1004953937,"7211826",1004953928,,,,,,"ft","inch",
1004973509,"7211954",1004973501,1,"10",4.88,7.93,"5","m","cm",4.82
1004973524,"7211955",1004973516,1,"10",4.88,7.93,"5","m","cm",4.82
1004973539,"7211956",1004973531,1,"10",4.57,7.62,"5","m","cm",4.82
1004973554,"7211957",1004973546,1,"10",2.74,5.79,"5","m","cm",4.82
1004974272,"7211958",1004974263,1,"10",3.10,6.10,"5","m","cm",4.82
1004975014,"7211959",1004975006,1,"10",3.10,6.10,"5","m","cm",4.82
1004975029,"7211960",1004975021,1,"10",3.10,6.10,"5","m","cm",4.82
1004975058,"7211961",1004975050,1,"10",3.10,6.10,"5","m","cm",4.82
1004975087,"7211962",1004975079,1,"10",3.10,6.10,"5","m","cm",4.82
1004975221,"7211970",1004975213,1,"10",1.50,4.57,"5","m","cm",6.03
1004975279,"7211971",1004975271,1,"10",1.22,4.27,"5","m","cm",6.03
1004975294,"7211972",1004975286,1,"10",1.50,4.57,"5","m","cm",6.03
1004975324,"7211973",1004975316,1,"10",1.50,4.57,"5","m","cm",6.03
1004975352,"7211974",1004975346,1,"10",2.13,3.96,"5","m","cm",4.82
